文件名,特征,特征面数,打标签数量,准确率(%)
GFR_00258 , contact ,105,105,100.0
GFR_00258 , boss ,3,3,100.0
GFR_00258 , clip ,162,162,100.0
GFR_00258 , rib ,339,339,100.0
GFR_00259 , clip ,70,70,100.0
GFR_00230 , clip ,159,159,100.0
GFR_00261 , clip ,36,36,100.0
GFR_00261 , contact ,29,29,100.0
GFR_00262 , clip ,133,133,100.0
GFR_00263 , clip ,134,134,100.0
GFR_00265 , rib ,73,73,100.0
GFR_00265 , contact ,327,327,100.0
GFR_00265 , boss ,10,10,100.0
GFR_00266 , clip ,127,127,100.0
GFR_00268 , clip ,317,317,100.0
GFR_00271 , contact ,183,183,100.0
GFR_00271 , rib ,69,69,100.0
GFR_00271 , clip ,39,39,100.0
GFR_00274 , contact ,22,22,100.0
GFR_00274 , clip ,55,55,100.0
GFR_00250 , boss ,42,42,100.0
GFR_00249 , contact ,77,77,100.0
GFR_00249 , boss ,42,42,100.0
GFR_00248 , clip ,42,42,100.0
GFR_00230 , boss ,58,58,100.0
GFR_00230 , rib ,285,285,100.0
GFR_00231 , boss ,58,58,100.0
GFR_00231 , clip ,160,160,100.0
GFR_00231 , rib ,284,284,100.0
GFR_00232 , clip ,140,140,100.0
GFR_00232 , rib ,242,242,100.0
GFR_00233 , clip ,140,140,100.0
GFR_00233 , rib ,247,247,100.0
GFR_00234 , contact ,26,26,100.0
GFR_00234 , clip ,30,30,100.0
GFR_00235 , contact ,79,79,100.0
GFR_00235 , clip ,30,30,100.0
GFR_00237 , contact ,10,10,100.0
GFR_00239 , clip ,40,40,100.0
GFR_00239 , contact ,52,52,100.0
GFR_00239 , rib ,129,129,100.0
GFR_00240 , clip ,40,40,100.0
GFR_00240 , contact ,50,50,100.0
GFR_00240 , rib ,102,102,100.0
GFR_00241 , rib ,195,195,100.0
GFR_00241 , clip ,69,69,100.0
GFR_00243 , boss ,5,5,100.0
GFR_00244 , boss ,5,5,100.0
GFR_00245 , boss ,5,5,100.0
GFR_00246 , boss ,112,112,100.0
GFR_00246 , rib ,225,225,100.0
GFR_00247 , boss ,135,135,100.0
GFR_00248 , boss ,19,19,100.0
GFR_00980 , clip ,57,57,100.0
GFR_03275 , clip ,70,70,100.0
GFR_01189 , boss ,6,6,100.0
GFR_01078 , contact ,30,30,100.0
GFR_01040 , clip ,111,111,100.0
GFR_01192 , boss ,60,60,100.0
GFR_01192 , clip ,143,143,100.0
GFR_01006 , contact ,34,34,100.0
GFR_01191 , clip ,14,14,100.0
GFR_01191 , rib ,13,13,100.0
GFR_01040 , contact ,56,56,100.0
GFR_01081 , boss ,27,27,100.0
GFR_01006 , clip ,27,27,100.0
GFR_01189 , contact ,11,11,100.0
GFR_01078 , rib ,57,57,100.0
GFR_01187 , contact ,43,43,100.0
GFR_01181 , contact ,33,33,100.0
GFR_01077 , clip ,54,54,100.0
GFR_01006 , contact ,34,34,100.0
GFR_01187 , boss ,24,24,100.0
GFR_01185 , contact ,141,141,100.0
GFR_01076 , clip ,54,54,100.0
GFR_01184 , boss ,8,8,100.0
GFR_01184 , contact ,24,24,100.0
GFR_01059 , contact ,108,108,100.0
GFR_01183 , clip ,20,20,100.0
GFR_01075 , rib ,5,5,100.0
GFR_01083 , contact ,24,24,100.0
GFR_01078 , clip ,7,7,100.0
GFR_01032 , rib ,350,350,100.0
GFR_01196 , clip ,168,168,100.0
GFR_01259 , boss ,22,22,100.0
GFR_01208 , boss ,76,76,100.0
GFR_01007 , contact ,34,34,100.0
GFR_01208 , rib ,103,103,100.0
GFR_01007 , clip ,27,27,100.0
GFR_01208 , boss ,76,76,100.0
GFR_01208 , rib ,103,103,100.0
GFR_01041 , rib ,65,65,100.0
GFR_01205 , clip ,107,107,100.0
GFR_01041 , contact ,57,57,100.0
GFR_01202 , rib ,34,34,100.0
GFR_01202 , clip ,68,68,100.0
GFR_01200 , contact ,24,24,100.0
GFR_01007 , clip ,27,27,100.0
GFR_01200 , boss ,8,8,100.0
GFR_01199 , clip ,14,14,100.0
GFR_01054 , boss ,50,50,100.0
GFR_01198 , rib ,264,264,100.0
GFR_01040 , boss ,16,16,100.0
GFR_01197 , contact ,24,24,100.0
GFR_01081 , clip ,93,93,100.0
GFR_01259 , rib ,49,49,100.0
GFR_01079 , clip ,7,7,100.0
GFR_01007 , contact ,34,34,100.0
GFR_01006 , clip ,27,27,100.0
GFR_01177 , clip ,14,14,100.0
GFR_01053 , contact ,15,15,100.0
GFR_01035 , contact ,215,215,100.0
GFR_01168 , clip ,52,52,100.0
GFR_01167 , clip ,25,25,100.0
GFR_01164 , clip ,76,76,100.0
GFR_01162 , clip ,152,152,100.0
GFR_01235 , clip ,211,211,100.0
GFR_01002 , rib ,106,106,100.0
GFR_01002 , clip ,27,27,100.0
GFR_01160 , clip ,240,240,100.0
GFR_01032 , contact ,101,101,100.0
GFR_01073 , boss ,393,393,100.0
GFR_01063 , contact ,78,78,100.0
GFR_01063 , clip ,62,62,100.0
GFR_01176 , rib ,75,75,100.0
GFR_01063 , boss ,521,521,100.0
GFR_01002 , clip ,27,27,100.0
GFR_01160 , rib ,244,244,100.0
GFR_01087 , contact ,24,24,100.0
GFR_01072 , rib ,9,9,100.0
GFR_01159 , rib ,13,13,100.0
GFR_01159 , clip ,14,14,100.0
GFR_01157 , contact ,142,142,100.0
GFR_01156 , clip ,164,164,100.0
GFR_01156 , rib ,5,5,100.0
GFR_01064 , clip ,60,60,100.0
GFR_01169 , clip ,275,275,100.0
GFR_01040 , rib ,65,65,100.0
GFR_01073 , contact ,68,68,100.0
GFR_01169 , rib ,174,174,100.0
GFR_01176 , contact ,69,69,100.0
GFR_01176 , clip ,155,155,100.0
GFR_01175 , clip ,133,133,100.0
GFR_01175 , rib ,132,132,100.0
GFR_01174 , clip ,216,216,100.0
GFR_01174 , rib ,34,34,100.0
GFR_01085 , contact ,23,23,100.0
GFR_01174 , contact ,28,28,100.0
GFR_01004 , boss ,196,196,100.0
GFR_01060 , contact ,64,64,100.0
GFR_01173 , contact ,25,25,100.0
GFR_01172 , clip ,38,38,100.0
GFR_01074 , rib ,5,5,100.0
GFR_01086 , clip ,135,135,100.0
GFR_01086 , rib ,281,281,100.0
GFR_01003 , boss ,24,24,100.0
GFR_01171 , clip ,101,101,100.0
GFR_01171 , boss ,68,68,100.0
GFR_01003 , clip ,27,27,100.0
GFR_01171 , contact ,10,10,100.0
GFR_01073 , rib ,9,9,100.0
GFR_01073 , clip ,42,42,100.0
GFR_01003 , contact ,29,29,100.0
GFR_01081 , contact ,84,84,100.0
GFR_01209 , clip ,53,53,100.0
GFR_01156 , boss ,132,132,100.0
GFR_01048 , contact ,22,22,100.0
GFR_01047 , rib ,34,34,100.0
GFR_01231 , contact ,15,15,100.0
GFR_01019 , clip ,95,95,100.0
GFR_01231 , clip ,139,139,100.0
GFR_01019 , rib ,100,100,100.0
GFR_01228 , boss ,46,46,100.0
GFR_01047 , contact ,19,19,100.0
GFR_01228 , rib ,32,32,100.0
GFR_01044 , rib ,51,51,100.0
GFR_01048 , clip ,76,76,100.0
GFR_01227 , clip ,254,254,100.0
GFR_01226 , rib ,68,68,100.0
GFR_01241 , clip ,14,14,100.0
GFR_01226 , clip ,42,42,100.0
GFR_01080 , contact ,84,84,100.0
GFR_01225 , clip ,106,106,100.0
GFR_01224 , clip ,384,384,100.0
GFR_01079 , rib ,57,57,100.0
GFR_01017 , clip ,146,146,100.0
GFR_01224 , rib ,190,190,100.0
GFR_01026 , rib ,95,95,100.0
GFR_01043 , rib ,279,279,100.0
GFR_01239 , clip ,230,230,100.0
GFR_01240 , rib ,31,31,100.0
GFR_01232 , boss ,11,11,100.0
GFR_01232 , contact ,37,37,100.0
GFR_01020 , rib ,100,100,100.0
GFR_01026 , clip ,25,25,100.0
GFR_01022 , contact ,31,31,100.0
GFR_01022 , clip ,48,48,100.0
GFR_01023 , contact ,76,76,100.0
GFR_01237 , contact ,65,65,100.0
GFR_01021 , clip ,48,48,100.0
GFR_01234 , clip ,41,41,100.0
GFR_01238 , clip ,59,59,100.0
GFR_01023 , clip ,64,64,100.0
GFR_01234 , contact ,16,16,100.0
GFR_01233 , boss ,24,24,100.0
GFR_01046 , rib ,34,34,100.0
GFR_01080 , clip ,93,93,100.0
GFR_01024 , clip ,64,64,100.0
GFR_01024 , contact ,76,76,100.0
GFR_01025 , clip ,25,25,100.0
GFR_01021 , contact ,31,31,100.0
GFR_01103 , contact ,194,194,100.0
GFR_01020 , clip ,95,95,100.0
GFR_01238 , contact ,10,10,100.0
GFR_01233 , contact ,43,43,100.0
GFR_01046 , contact ,19,19,100.0
GFR_01045 , rib ,51,51,100.0
GFR_01025 , rib ,95,95,100.0
GFR_01027 , contact ,24,24,100.0
GFR_01244 , rib ,102,102,100.0
GFR_01210 , clip ,72,72,100.0
GFR_01029 , boss ,19,19,100.0
GFR_01246 , rib ,7,7,100.0
GFR_01247 , clip ,106,106,100.0
GFR_01028 , contact ,24,24,100.0
GFR_01248 , clip ,104,104,100.0
GFR_01217 , clip ,47,47,100.0
GFR_01216 , clip ,72,72,100.0
GFR_01051 , contact ,93,93,100.0
GFR_01051 , rib ,42,42,100.0
GFR_01216 , rib ,14,14,100.0
GFR_01012 , contact ,33,33,100.0
GFR_01215 , rib ,7,7,100.0
GFR_01041 , boss ,16,16,100.0
GFR_01050 , contact ,93,93,100.0
GFR_01052 , contact ,15,15,100.0
GFR_01215 , clip ,167,167,100.0
GFR_01214 , clip ,88,88,100.0
GFR_01029 , rib ,22,22,100.0
GFR_01213 , rib ,10,10,100.0
GFR_01213 , clip ,17,17,100.0
GFR_01249 , boss ,30,30,100.0
GFR_01041 , clip ,112,112,100.0
GFR_01080 , boss ,27,27,100.0
GFR_01249 , contact ,77,77,100.0
GFR_01210 , contact ,90,90,100.0
GFR_01217 , rib ,28,28,100.0
GFR_01246 , clip ,166,166,100.0
GFR_01245 , rib ,222,222,100.0
GFR_01218 , rib ,20,20,100.0
GFR_01043 , clip ,49,49,100.0
GFR_01050 , rib ,42,42,100.0
GFR_01223 , contact ,65,65,100.0
GFR_01042 , rib ,279,279,100.0
GFR_01244 , boss ,77,77,100.0
GFR_01014 , rib ,62,62,100.0
GFR_01014 , contact ,24,24,100.0
GFR_01223 , clip ,22,22,100.0
GFR_01042 , clip ,49,49,100.0
GFR_01222 , contact ,15,15,100.0
GFR_01244 , boss ,77,77,100.0
GFR_01221 , clip ,29,29,100.0
GFR_01013 , clip ,27,27,100.0
GFR_01244 , rib ,102,102,100.0
GFR_01220 , contact ,32,32,100.0
GFR_01013 , contact ,33,33,100.0
GFR_01219 , rib ,3,3,100.0
GFR_01219 , contact ,45,45,100.0
GFR_01219 , clip ,29,29,100.0
GFR_01219 , boss ,7,7,100.0
GFR_01012 , clip ,27,27,100.0
GFR_01245 , clip ,124,124,100.0
GFR_01245 , contact ,100,100,100.0
GFR_01156 , contact ,16,16,100.0
GFR_01162 , boss ,60,60,100.0
GFR_01002 , rib ,106,106,100.0
GFR_01307 , clip ,72,72,100.0
GFR_01098 , clip ,45,45,100.0
GFR_01067 , contact ,80,80,100.0
GFR_01125 , rib ,254,254,100.0
GFR_00994 , contact ,93,93,100.0
GFR_01099 , rib ,182,182,100.0
GFR_01124 , boss ,77,77,100.0
GFR_01310 , contact ,30,30,100.0
GFR_01311 , clip ,14,14,100.0
GFR_01124 , rib ,102,102,100.0
GFR_00994 , clip ,46,46,100.0
GFR_01312 , clip ,22,22,100.0
GFR_01123 , clip ,68,68,100.0
GFR_01123 , rib ,34,34,100.0
GFR_01312 , rib ,86,86,100.0
GFR_00994 , rib ,39,39,100.0
GFR_00993 , contact ,92,92,100.0
GFR_01120 , contact ,24,24,100.0
GFR_01120 , rib ,10,10,100.0
GFR_01118 , contact ,76,76,100.0
GFR_01118 , rib ,101,101,100.0
GFR_01117 , rib ,36,36,100.0
GFR_00993 , clip ,46,46,100.0
GFR_01117 , clip ,63,63,100.0
GFR_01067 , boss ,61,61,100.0
GFR_01125 , clip ,228,228,100.0
GFR_01131 , clip ,49,49,100.0
GFR_01126 , contact ,46,46,100.0
GFR_01130 , clip ,267,267,100.0
GFR_01066 , contact ,17,17,100.0
GFR_01071 , clip ,68,68,100.0
GFR_01130 , contact ,28,28,100.0
GFR_01130 , boss ,28,28,100.0
GFR_01071 , contact ,21,21,100.0
GFR_01071 , rib ,128,128,100.0
GFR_01033 , contact ,101,101,100.0
GFR_01070 , clip ,68,68,100.0
GFR_01066 , boss ,235,235,100.0
GFR_01130 , clip ,267,267,100.0
GFR_01130 , contact ,28,28,100.0
GFR_01130 , rib ,13,13,100.0
GFR_01130 , boss ,28,28,100.0
GFR_01129 , contact ,45,45,100.0
GFR_01033 , rib ,350,350,100.0
GFR_01129 , rib ,14,14,100.0
GFR_01127 , clip ,72,72,100.0
GFR_01096 , boss ,20,20,100.0
GFR_01067 , rib ,15,15,100.0
GFR_01067 , clip ,93,93,100.0
GFR_01097 , clip ,45,45,100.0
GFR_01126 , rib ,20,20,100.0
GFR_00993 , rib ,39,39,100.0
GFR_01116 , contact ,68,68,100.0
GFR_01114 , rib ,24,24,100.0
GFR_00992 , contact ,41,41,100.0
GFR_01325 , boss ,5,5,100.0
GFR_01105 , contact ,253,253,100.0
GFR_01105 , clip ,59,59,100.0
GFR_01104 , contact ,17,17,100.0
GFR_00986 , contact ,132,132,100.0
GFR_01104 , clip ,60,60,100.0
GFR_01103 , clip ,136,136,100.0
GFR_01068 , clip ,93,93,100.0
GFR_00985 , contact ,129,129,100.0
GFR_01068 , boss ,60,60,100.0
GFR_01069 , contact ,42,42,100.0
GFR_00984 , clip ,24,24,100.0
GFR_01102 , clip ,55,55,100.0
GFR_00983 , clip ,24,24,100.0
GFR_01331 , rib ,24,24,100.0
GFR_01102 , boss ,12,12,100.0
GFR_01069 , rib ,64,64,100.0
GFR_00982 , contact ,65,65,100.0
GFR_01102 , rib ,28,28,100.0
GFR_00982 , clip ,79,79,100.0
GFR_00981 , contact ,65,65,100.0
GFR_00981 , clip ,79,79,100.0
GFR_01032 , clip ,32,32,100.0
GFR_01324 , contact ,10,10,100.0
GFR_01106 , boss ,10,10,100.0
GFR_01106 , clip ,165,165,100.0
GFR_01111 , clip ,49,49,100.0
GFR_01101 , contact ,113,113,100.0
GFR_00992 , clip ,82,82,100.0
GFR_01113 , clip ,217,217,100.0
GFR_01112 , contact ,8,8,100.0
GFR_01314 , boss ,50,50,100.0
GFR_00991 , clip ,82,82,100.0
GFR_00991 , contact ,47,47,100.0
GFR_00990 , rib ,25,25,100.0
GFR_01112 , rib ,391,391,100.0
GFR_01101 , rib ,12,12,100.0
GFR_00988 , rib ,163,163,100.0
GFR_01068 , contact ,80,80,100.0
GFR_01109 , clip ,27,27,100.0
GFR_01070 , rib ,149,149,100.0
GFR_00987 , rib ,163,163,100.0
GFR_01109 , rib ,28,28,100.0
GFR_01102 , contact ,27,27,100.0
GFR_01108 , rib ,24,24,100.0
GFR_01068 , rib ,15,15,100.0
GFR_01108 , clip ,27,27,100.0
GFR_01107 , rib ,17,17,100.0
GFR_01106 , rib ,47,47,100.0
GFR_01130 , rib ,13,13,100.0
GFR_01128 , clip ,109,109,100.0
GFR_01131 , rib ,14,14,100.0
GFR_01138 , rib ,10,10,100.0
GFR_00998 , clip ,40,40,100.0
GFR_01149 , rib ,23,23,100.0
GFR_01148 , boss ,61,61,100.0
GFR_01072 , boss ,393,393,100.0
GFR_00997 , clip ,40,40,100.0
GFR_01148 , contact ,58,58,100.0
GFR_01088 , contact ,144,144,100.0
GFR_01147 , clip ,228,228,100.0
GFR_01090 , rib ,50,50,100.0
GFR_01146 , clip ,25,25,100.0
GFR_01072 , contact ,77,77,100.0
GFR_01145 , clip ,14,14,100.0
GFR_01065 , rib ,129,129,100.0
GFR_01144 , rib ,62,62,100.0
GFR_01144 , clip ,52,52,100.0
GFR_01286 , contact ,8,8,100.0
GFR_01143 , clip ,76,76,100.0
GFR_01142 , rib ,158,158,100.0
GFR_01141 , rib ,70,70,100.0
GFR_01140 , clip ,72,72,100.0
GFR_01091 , rib ,79,79,100.0
GFR_01088 , clip ,122,122,100.0
GFR_01150 , clip ,19,19,100.0
GFR_01150 , boss ,20,20,100.0
GFR_01153 , rib ,75,75,100.0
GFR_01155 , clip ,165,165,100.0
GFR_01155 , rib ,299,299,100.0
GFR_01064 , contact ,74,74,100.0
GFR_01001 , boss ,24,24,100.0
GFR_01154 , rib ,101,101,100.0
GFR_01154 , contact ,75,75,100.0
GFR_01280 , boss ,35,35,100.0
GFR_01153 , contact ,69,69,100.0
GFR_01001 , clip ,27,27,100.0
GFR_01151 , boss ,5,5,100.0
GFR_00999 , contact ,66,66,100.0
GFR_01072 , clip ,43,43,100.0
GFR_01151 , boss ,5,5,100.0
GFR_01087 , rib ,85,85,100.0
GFR_01280 , contact ,10,10,100.0
GFR_01034 , contact ,220,220,100.0
GFR_01151 , contact ,178,178,100.0
GFR_01151 , contact ,178,178,100.0
GFR_01282 , boss ,10,10,100.0
GFR_01000 , contact ,66,66,100.0
GFR_01140 , contact ,90,90,100.0
GFR_00996 , boss ,188,188,100.0
GFR_01288 , rib ,243,243,100.0
GFR_01136 , contact ,12,12,100.0
GFR_01066 , clip ,16,16,100.0
GFR_01066 , rib ,69,69,100.0
GFR_01132 , clip ,18,18,100.0
GFR_01299 , contact ,10,10,100.0
GFR_00995 , boss ,187,187,100.0
GFR_01132 , boss ,13,13,100.0
GFR_01092 , clip ,44,44,100.0
GFR_01132 , contact ,51,51,100.0
GFR_01033 , clip ,32,32,100.0
GFR_01133 , rib ,64,64,100.0
GFR_01134 , boss ,8,8,100.0
GFR_01134 , contact ,24,24,100.0
GFR_01236 , rib ,38,38,100.0
GFR_01065 , contact ,28,28,100.0
GFR_01138 , clip ,17,17,100.0
GFR_03159 , contact ,1130,1129,99.91150442
GFR_02969 , contact ,1112,1111,99.91007194
GFR_01923 , clip ,1003,1002,99.9002991
GFR_03103 , clip ,883,882,99.88674972
GFR_02120 , rib ,840,839,99.88095238
GFR_02950 , rib ,1605,1603,99.87538941
GFR_01686 , contact ,730,729,99.8630137
GFR_01685 , contact ,730,729,99.8630137
GFR_01682 , clip ,711,710,99.85935302
GFR_01681 , clip ,707,706,99.85855728
GFR_02161 , clip ,683,682,99.85358712
GFR_01688 , contact ,656,655,99.84756098
GFR_01499 , rib ,1301,1299,99.8462721
GFR_00996 , clip ,625,624,99.84
GFR_00995 , clip ,625,624,99.84
GFR_00506 , clip ,617,616,99.83792545
GFR_02961 , rib ,608,607,99.83552632
GFR_02358 , rib ,578,577,99.82698962
GFR_00028 , contact ,573,572,99.82547993
GFR_02081 , rib ,1093,1091,99.81701738
GFR_02086 , rib ,528,527,99.81060606
GFR_01952 , rib ,525,524,99.80952381
GFR_01064 , boss ,521,520,99.80806142
GFR_01706 , rib ,513,512,99.80506823
GFR_01383 , clip ,507,506,99.80276134
GFR_01940 , rib ,1498,1495,99.79973298
GFR_02870 , clip ,979,977,99.79570991
GFR_02755 , clip ,2932,2926,99.79536153
GFR_01898 , clip ,488,487,99.79508197
GFR_00286 , rib ,486,485,99.79423868
GFR_01030 , rib ,480,479,99.79166667
GFR_02436 , contact ,477,476,99.79035639
GFR_02037 , contact ,473,472,99.78858351
GFR_02814 , clip ,945,943,99.78835979
GFR_03123 , clip ,469,468,99.78678038
GFR_00337 , boss ,469,468,99.78678038
GFR_02430 , contact ,467,466,99.78586724
GFR_01743 , rib ,464,463,99.78448276
GFR_02933 , rib ,459,458,99.78213508
GFR_01352 , rib ,457,456,99.78118162
GFR_01615 , contact ,912,910,99.78070175
GFR_01616 , contact ,912,910,99.78070175
GFR_01841 , clip ,452,451,99.77876106
GFR_00460 , contact ,451,450,99.77827051
GFR_00433 , contact ,449,448,99.77728285
GFR_00482 , boss ,447,446,99.77628635
GFR_02464 , clip ,445,444,99.7752809
GFR_02844 , clip ,441,440,99.77324263
GFR_00189 , boss ,436,435,99.7706422
GFR_03131 , clip ,436,435,99.7706422
GFR_01970 , rib ,868,866,99.76958525
GFR_01054 , rib ,434,433,99.76958525
GFR_01506 , contact ,429,428,99.76689977
GFR_02457 , contact ,423,422,99.76359338
GFR_01622 , clip ,846,844,99.76359338
GFR_01626 , clip ,846,844,99.76359338
GFR_01385 , clip ,421,420,99.76247031
GFR_01384 , clip ,420,419,99.76190476
GFR_01658 , clip ,419,418,99.76133652
GFR_02160 , clip ,1256,1253,99.7611465
GFR_01860 , clip ,832,830,99.75961538
GFR_01765 , rib ,414,413,99.75845411
GFR_02342 , rib ,412,411,99.75728155
GFR_01590 , rib ,408,407,99.75490196
GFR_01661 , contact ,404,403,99.75247525
GFR_00281 , contact ,398,397,99.74874372
GFR_03138 , contact ,394,393,99.74619289
GFR_02023 , contact ,394,393,99.74619289
GFR_02352 , clip ,388,387,99.74226804
GFR_01844 , clip ,388,387,99.74226804
GFR_01845 , clip ,388,387,99.74226804
GFR_01628 , rib ,767,765,99.73924381
GFR_01881 , clip ,383,382,99.73890339
GFR_01625 , rib ,763,761,99.7378768
GFR_02284 , rib ,381,380,99.73753281
GFR_00872 , rib ,378,377,99.73544974
GFR_02309 , contact ,377,376,99.73474801
GFR_02043 , clip ,376,375,99.73404255
GFR_00864 , boss ,372,371,99.7311828
GFR_02021 , rib ,370,369,99.72972973
GFR_01617 , boss ,369,368,99.72899729
GFR_02348 , rib ,369,368,99.72899729
GFR_01011 , rib ,368,367,99.72826087
GFR_03008 , rib ,366,365,99.72677596
GFR_01056 , rib ,364,363,99.72527473
GFR_00074 , clip ,363,362,99.72451791
GFR_02358 , clip ,363,362,99.72451791
GFR_01798 , clip ,361,360,99.72299169
GFR_02161 , rib ,2877,2869,99.72193257
GFR_00171 , clip ,357,356,99.71988796
GFR_03172 , clip ,355,354,99.71830986
GFR_02827 , contact ,355,354,99.71830986
GFR_01653 , rib ,708,706,99.71751412
GFR_03150 , clip ,354,353,99.71751412
GFR_02045 , rib ,352,351,99.71590909
GFR_02286 , clip ,352,351,99.71590909
GFR_01031 , clip ,347,346,99.71181556
GFR_00376 , rib ,347,346,99.71181556
GFR_01628 , boss ,693,691,99.71139971
GFR_01942 , rib ,691,689,99.7105644
GFR_01625 , boss ,691,689,99.7105644
GFR_00501 , rib ,344,343,99.70930233
GFR_02752 , clip ,2691,2683,99.70271275
GFR_00150 , clip ,336,335,99.70238095
GFR_00351 , clip ,336,335,99.70238095
GFR_01464 , rib ,2311,2304,99.69710082
GFR_02437 , boss ,330,329,99.6969697
GFR_03202 , clip ,658,656,99.69604863
GFR_02729 , rib ,327,326,99.6941896
GFR_01709 , boss ,647,645,99.69088099
GFR_02824 , contact ,323,322,99.69040248
GFR_00488 , rib ,644,642,99.68944099
GFR_02408 , rib ,317,316,99.68454259
GFR_01782 , clip ,307,306,99.6742671
GFR_00380 , contact ,304,303,99.67105263
GFR_00335 , clip ,607,605,99.67051071
GFR_01232 , clip ,606,604,99.669967
GFR_01783 , clip ,302,301,99.66887417
GFR_02739 , rib ,598,596,99.66555184
GFR_03134 , rib ,299,298,99.66555184
GFR_01529 , rib ,297,296,99.66329966
GFR_02354 , contact ,296,295,99.66216216
GFR_00237 , clip ,295,294,99.66101695
GFR_01034 , clip ,293,292,99.65870307
GFR_01662 , rib ,292,291,99.65753425
GFR_02073 , clip ,1452,1447,99.65564738
GFR_02941 , clip ,1452,1447,99.65564738
GFR_01984 , clip ,576,574,99.65277778
GFR_01060 , clip ,286,285,99.65034965
GFR_01409 , clip ,286,285,99.65034965
GFR_02077 , clip ,285,284,99.64912281
GFR_02778 , rib ,285,284,99.64912281
GFR_01410 , clip ,284,283,99.64788732
GFR_03135 , contact ,284,283,99.64788732
GFR_02322 , clip ,280,279,99.64285714
GFR_01841 , rib ,560,558,99.64285714
GFR_03187 , clip ,280,279,99.64285714
GFR_02322 , clip ,280,279,99.64285714
GFR_00948 , clip ,560,558,99.64285714
GFR_02343 , contact ,278,277,99.64028777
GFR_02742 , rib ,277,276,99.63898917
GFR_01523 , rib ,277,276,99.63898917
GFR_02849 , rib ,275,274,99.63636364
GFR_01137 , rib ,273,272,99.63369963
GFR_01667 , rib ,545,543,99.63302752
GFR_01439 , rib ,271,270,99.63099631
GFR_00864 , rib ,271,270,99.63099631
GFR_02943 , clip ,538,536,99.62825279
GFR_02075 , clip ,536,534,99.62686567
GFR_01528 , rib ,268,267,99.62686567
GFR_02407 , clip ,265,264,99.62264151
GFR_01459 , clip ,528,526,99.62121212
GFR_01875 , boss ,262,261,99.61832061
GFR_02411 , rib ,262,261,99.61832061
GFR_02777 , clip ,521,519,99.61612284
GFR_01955 , rib ,519,517,99.61464355
GFR_02996 , contact ,259,258,99.61389961
GFR_01111 , rib ,256,255,99.609375
GFR_01926 , rib ,254,253,99.60629921
GFR_03027 , contact ,508,506,99.60629921
GFR_03159 , clip ,500,498,99.6
GFR_00033 , clip ,249,248,99.59839357
GFR_01451 , boss ,248,247,99.59677419
GFR_00128 , clip ,246,245,99.59349593
GFR_00402 , contact ,244,243,99.59016393
GFR_03027 , rib ,244,243,99.59016393
GFR_00977 , clip ,243,242,99.58847737
GFR_02165 , rib ,242,241,99.58677686
GFR_01031 , rib ,480,478,99.58333333
GFR_03118 , contact ,239,238,99.58158996
GFR_01257 , rib ,477,475,99.58071279
GFR_03135 , rib ,238,237,99.57983193
GFR_02410 , boss ,238,237,99.57983193
GFR_01635 , contact ,238,237,99.57983193
GFR_03009 , clip ,237,236,99.57805907
GFR_01655 , rib ,707,704,99.57567185
GFR_02163 , clip ,700,697,99.57142857
GFR_02417 , rib ,233,232,99.57081545
GFR_02286 , rib ,466,464,99.57081545
GFR_03013 , rib ,233,232,99.57081545
GFR_02440 , rib ,463,461,99.56803456
GFR_01689 , clip ,230,229,99.56521739
GFR_02435 , contact ,230,229,99.56521739
GFR_02916 , contact ,458,456,99.56331878
GFR_02421 , clip ,229,228,99.56331878
GFR_01983 , rib ,229,228,99.56331878
GFR_02467 , contact ,906,902,99.5584989
GFR_02829 , clip ,449,447,99.5545657
GFR_01170 , clip ,224,223,99.55357143
GFR_01692 , clip ,223,222,99.55156951
GFR_01693 , clip ,223,222,99.55156951
GFR_01876 , contact ,223,222,99.55156951
GFR_00504 , rib ,222,221,99.54954955
GFR_00907 , contact ,222,221,99.54954955
GFR_03201 , clip ,660,657,99.54545455
GFR_01822 , clip ,437,435,99.5423341
GFR_02773 , rib ,1746,1738,99.54180985
GFR_01499 , clip ,218,217,99.5412844
GFR_00944 , rib ,217,216,99.53917051
GFR_02468 , boss ,217,216,99.53917051
GFR_00869 , clip ,217,216,99.53917051
GFR_01667 , contact ,216,215,99.53703704
GFR_01660 , clip ,216,215,99.53703704
GFR_03143 , rib ,215,214,99.53488372
GFR_01665 , contact ,215,214,99.53488372
GFR_00976 , boss ,215,214,99.53488372
GFR_01091 , clip ,215,214,99.53488372
GFR_02848 , contact ,643,640,99.53343701
GFR_02462 , clip ,427,425,99.53161593
GFR_00907 , clip ,213,212,99.53051643
GFR_01197 , rib ,213,212,99.53051643
GFR_01494 , rib ,425,423,99.52941176
GFR_01961 , rib ,211,210,99.52606635
GFR_01672 , rib ,211,210,99.52606635
GFR_00492 , contact ,421,419,99.52494062
GFR_03105 , clip ,842,838,99.52494062
GFR_03156 , clip ,210,209,99.52380952
GFR_00365 , rib ,420,418,99.52380952
GFR_01694 , clip ,419,417,99.52267303
GFR_02267 , rib ,208,207,99.51923077
GFR_02452 , contact ,208,207,99.51923077
GFR_02308 , clip ,207,206,99.51690821
GFR_00972 , rib ,619,616,99.51534733
GFR_00431 , rib ,206,205,99.51456311
GFR_01887 , rib ,204,203,99.50980392
GFR_01662 , clip ,204,203,99.50980392
